Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	End Path	File Offset (s)	Delta Time (s)	label	SignalCode	Type
71	Spectrogram 1	1	1017.625	1018.784	37.6	983.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190615-190001.wav	335.625	1.15899999999999	y	i_neg	GS
72	Spectrogram 1	1	1209.239	1211.373	0	974.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190618-230001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/06_2019/AM-XBOG01-190618-230001.wav	186.239	2.13399999999999	y	i_neg	GS
73	Spectrogram 1	1	1408.591	1410.664	0	989.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	44.591	2.073	y	i_neg	GS
74	Spectrogram 1	1	1417.92	1420.115	0	984.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	53.92	2.195	y	i_neg	GS
75	Spectrogram 1	1	1443.713	1445.603	30.5	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	79.713	1.89	y	i_neg	GS
76	Spectrogram 1	1	1463.323	1463.933	45.7	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	99.323	0.610000000000014	y	i_neg	GS
77	Spectrogram 1	1	1490.457	1491.494	20.3	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	126.457	1.03700000000001	y	i_neg	GS
78	Spectrogram 1	1	1503.847	1504.701	35.5	756.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	139.847	0.853999999999985	y	i_neg	GS
79	Spectrogram 1	1	1643.676	1645.2	0	984.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	279.676	1.524	y	i_neg	GS
80	Spectrogram 1	1	1645.201	1646.055	5.1	649.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	281.201	0.853999999999985	y	i_neg	GS
81	Spectrogram 1	1	1654.164	1654.835	121.8	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	290.164	0.670999999999992	y	i_neg	GS
82	Spectrogram 1	1	1658.066	1658.981	167.5	756.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	294.066	0.91500000000002	y	i_neg	GS
83	Spectrogram 1	1	1661.343	1662.806	10.2	370.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	297.343	1.46299999999997	y	i_neg	GS
84	Spectrogram 1	1	1665.245	1666.586	81.2	989.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	301.245	1.34100000000001	y	i_neg	GS
85	Spectrogram 1	1	1668.721	1669.88	116.8	862.9	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	304.721	1.15899999999999	y	i_neg	GS
86	Spectrogram 1	1	1672.44	1673.294	60.9	771.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	308.44	0.853999999999985	y	i_neg	GS
87	Spectrogram 1	1	1675.794	1677.014	106.6	954.3	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	311.794	1.22000000000003	y	i_neg	GS
88	Spectrogram 1	1	1680.062	1680.977	157.4	908.6	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	316.062	0.914999999999964	y	i_neg	GS
89	Spectrogram 1	1	1684.208	1685.123	243.7	984.8	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	320.208	0.914999999999964	y	i_neg	GS
90	Spectrogram 1	1	1689.757	1690.489	10.2	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	325.757	0.731999999999971	y	i_neg	GS
91	Spectrogram 1	1	1695.854	1696.647	20.3	741.1	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	331.854	0.793000000000006	y	i_neg	GS
92	Spectrogram 1	1	1700.733	1701.587	0	979.7	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	//161.55.120.117/NMML_AcousticsData/Audio_Data/DecimatedWaves/2048/XB18_AM_OG01/07_2019/AM-XBOG01-190705-080001.wav	336.733	0.853999999999985	y	i_neg	GS
